"city_id","name_tr","name_en","lat","lon","year_ce","population_estimate","dynasty_id","role_tr","role_en","narrative_tr","narrative_en","cultural_identity_tr","geographic_advantage_tr"
"6","İsfahan","Isfahan","32.66","51.68","1600","600000","107","Safevî başkenti; Nesf-ı Cihân","Safavid capital; Half the World","İsfahan, Safevî Şah Abbas döneminde 'Nesf-ı Cihân' (Dünyanın Yarısı) unvanını alan ve İran mimarisinin en muhteşem başyapıtlarını barındıran şehirdir. Nakş-ı Cihan Meydanı etrafında Şah Camii, Şeyh Lütfullah Camii, Âlî Kapu Sarayı ve Büyük Çarşı'nın oluşturduğu bütünsel tasarım İslam şehirciliğinin en mükemmel örneğidir.","Isfahan, earning the title 'Half the World' during Safavid Shah Abbas's era, houses the most magnificent masterpieces of Iranian architecture. The holistic design formed by Shah Mosque, Sheikh Lotfollah Mosque, Ali Qapu Palace and Grand Bazaar around Naqsh-e Jahan Square is the most perfect example of Islamic urbanism.","Fars kültürünün kalbi; Safevî İslam sanatı, halıcılık ve çini geleneğinin merkezi.","İran platosunun ortasında Zayende Nehri kıyısında; kara ticaret yollarının İran kavşağı."
"6","İsfahan","Isfahan","32.66","51.68","1722","100000","108","Afgan istilası sonrası","After Afghan invasion","İsfahan, Safevî Şah Abbas döneminde 'Nesf-ı Cihân' (Dünyanın Yarısı) unvanını alan ve İran mimarisinin en muhteşem başyapıtlarını barındıran şehirdir. Nakş-ı Cihan Meydanı etrafında Şah Camii, Şeyh Lütfullah Camii, Âlî Kapu Sarayı ve Büyük Çarşı'nın oluşturduğu bütünsel tasarım İslam şehirciliğinin en mükemmel örneğidir.","Isfahan, earning the title 'Half the World' during Safavid Shah Abbas's era, houses the most magnificent masterpieces of Iranian architecture. The holistic design formed by Shah Mosque, Sheikh Lotfollah Mosque, Ali Qapu Palace and Grand Bazaar around Naqsh-e Jahan Square is the most perfect example of Islamic urbanism.","Fars kültürünün kalbi; Safevî İslam sanatı, halıcılık ve çini geleneğinin merkezi.","İran platosunun ortasında Zayende Nehri kıyısında; kara ticaret yollarının İran kavşağı."
"7","Şam","Damascus","33.51","36.29","700","350000","2","Emevî başkenti","Umayyad capital","Şam, sürekli yerleşim gören dünyanın en eski şehirlerinden biri olarak İslam tarihinde benzersiz bir yere sahiptir. Emevî başkenti olarak İslam'ın ilk büyük imparatorluk şehri oldu. Emevî Camii İslam mimarisinin kurucu eserlerinden biridir. Eyyûbî ve Memlûk dönemlerinde önemli kültür merkezi olan Şam, İbn Arabî ve İbn Teymiyye gibi dev isimleri ağırlamıştır.","Damascus, one of the world's oldest continuously inhabited cities, holds a unique place in Islamic history. As the Umayyad capital it became Islam's first great imperial city. The Umayyad Mosque is one of the founding works of Islamic architecture. An important cultural center during the Ayyubid and Mamluk periods, Damascus hosted towering figures like Ibn Arabi and Ibn Taymiyyah.","Emevî mirası, Eyyûbî ve Memlûk kültür katmanları; Arap kimliğinin en köklü taşıyıcısı.","Barada Nehri'nin Suriye çölü kenarındaki vahasında; Akdeniz-Mezopotamya yollarının kavşağı."
"7","Şam","Damascus","33.51","36.29","1000","100000","27","Fâtımî kontrolü","Fatimid control","Şam, sürekli yerleşim gören dünyanın en eski şehirlerinden biri olarak İslam tarihinde benzersiz bir yere sahiptir. Emevî başkenti olarak İslam'ın ilk büyük imparatorluk şehri oldu. Emevî Camii İslam mimarisinin kurucu eserlerinden biridir. Eyyûbî ve Memlûk dönemlerinde önemli kültür merkezi olan Şam, İbn Arabî ve İbn Teymiyye gibi dev isimleri ağırlamıştır.","Damascus, one of the world's oldest continuously inhabited cities, holds a unique place in Islamic history. As the Umayyad capital it became Islam's first great imperial city. The Umayyad Mosque is one of the founding works of Islamic architecture. An important cultural center during the Ayyubid and Mamluk periods, Damascus hosted towering figures like Ibn Arabi and Ibn Taymiyyah.","Emevî mirası, Eyyûbî ve Memlûk kültür katmanları; Arap kimliğinin en köklü taşıyıcısı.","Barada Nehri'nin Suriye çölü kenarındaki vahasında; Akdeniz-Mezopotamya yollarının kavşağı."
"7","Şam","Damascus","33.51","36.29","1200","150000","28","Eyyûbî dönemi","Ayyubid period","Şam, sürekli yerleşim gören dünyanın en eski şehirlerinden biri olarak İslam tarihinde benzersiz bir yere sahiptir. Emevî başkenti olarak İslam'ın ilk büyük imparatorluk şehri oldu. Emevî Camii İslam mimarisinin kurucu eserlerinden biridir. Eyyûbî ve Memlûk dönemlerinde önemli kültür merkezi olan Şam, İbn Arabî ve İbn Teymiyye gibi dev isimleri ağırlamıştır.","Damascus, one of the world's oldest continuously inhabited cities, holds a unique place in Islamic history. As the Umayyad capital it became Islam's first great imperial city. The Umayyad Mosque is one of the founding works of Islamic architecture. An important cultural center during the Ayyubid and Mamluk periods, Damascus hosted towering figures like Ibn Arabi and Ibn Taymiyyah.","Emevî mirası, Eyyûbî ve Memlûk kültür katmanları; Arap kimliğinin en köklü taşıyıcısı.","Barada Nehri'nin Suriye çölü kenarındaki vahasında; Akdeniz-Mezopotamya yollarının kavşağı."
"7","Şam","Damascus","33.51","36.29","1400","100000","106","Timur yıkımı sonrası","After Timurid destruction","Şam, sürekli yerleşim gören dünyanın en eski şehirlerinden biri olarak İslam tarihinde benzersiz bir yere sahiptir. Emevî başkenti olarak İslam'ın ilk büyük imparatorluk şehri oldu. Emevî Camii İslam mimarisinin kurucu eserlerinden biridir. Eyyûbî ve Memlûk dönemlerinde önemli kültür merkezi olan Şam, İbn Arabî ve İbn Teymiyye gibi dev isimleri ağırlamıştır.","Damascus, one of the world's oldest continuously inhabited cities, holds a unique place in Islamic history. As the Umayyad capital it became Islam's first great imperial city. The Umayyad Mosque is one of the founding works of Islamic architecture. An important cultural center during the Ayyubid and Mamluk periods, Damascus hosted towering figures like Ibn Arabi and Ibn Taymiyyah.","Emevî mirası, Eyyûbî ve Memlûk kültür katmanları; Arap kimliğinin en köklü taşıyıcısı.","Barada Nehri'nin Suriye çölü kenarındaki vahasında; Akdeniz-Mezopotamya yollarının kavşağı."
"7","Şam","Damascus","33.51","36.29","1600","120000","124","Osmanlı vilayeti","Ottoman province","Şam, sürekli yerleşim gören dünyanın en eski şehirlerinden biri olarak İslam tarihinde benzersiz bir yere sahiptir. Emevî başkenti olarak İslam'ın ilk büyük imparatorluk şehri oldu. Emevî Camii İslam mimarisinin kurucu eserlerinden biridir. Eyyûbî ve Memlûk dönemlerinde önemli kültür merkezi olan Şam, İbn Arabî ve İbn Teymiyye gibi dev isimleri ağırlamıştır.","Damascus, one of the world's oldest continuously inhabited cities, holds a unique place in Islamic history. As the Umayyad capital it became Islam's first great imperial city. The Umayyad Mosque is one of the founding works of Islamic architecture. An important cultural center during the Ayyubid and Mamluk periods, Damascus hosted towering figures like Ibn Arabi and Ibn Taymiyyah.","Emevî mirası, Eyyûbî ve Memlûk kültür katmanları; Arap kimliğinin en köklü taşıyıcısı.","Barada Nehri'nin Suriye çölü kenarındaki vahasında; Akdeniz-Mezopotamya yollarının kavşağı."
"8","Fez","Fez","34.03","-5.0","900","150000","8","İdrîsî başkenti","Idrisid capital","Fez, 9. yüzyılda İdrîsîler tarafından kurulan ve Mağrib'in en eski İslam kültür merkezi olan şehirdir. Karaviyyîn Camii ve Üniversitesi (859) dünyanın en eski sürekli faaliyet gösteren eğitim kurumlarından biri olarak kabul edilir. Fez Medîna'sı dünyanın en büyük arabasız kentsel alanıdır ve Ortaçağ İslam şehrinin en iyi korunmuş örneğidir.","Fez, founded by the Idrisids in the 9th century, is the Maghreb's oldest Islamic cultural center. The Qarawiyyin Mosque and University (859) is considered one of the world's oldest continuously operating educational institutions. The Fez Medina is the world's largest car-free urban area and the best preserved example of a medieval Islamic city.","Endülüs göçmenlerinin taşıdığı rafine kültür, Berber geleneği ve Arap İslam'ının sentezi.","Atlas Dağları eteklerinde bereketli vadide; Trans-Sahra ve Akdeniz ticaretinin Mağrib kavşağı."
"8","Fez","Fez","34.03","-5.0","1200","200000","15","Muvahhidler dönemi","Almohad period","Fez, 9. yüzyılda İdrîsîler tarafından kurulan ve Mağrib'in en eski İslam kültür merkezi olan şehirdir. Karaviyyîn Camii ve Üniversitesi (859) dünyanın en eski sürekli faaliyet gösteren eğitim kurumlarından biri olarak kabul edilir. Fez Medîna'sı dünyanın en büyük arabasız kentsel alanıdır ve Ortaçağ İslam şehrinin en iyi korunmuş örneğidir.","Fez, founded by the Idrisids in the 9th century, is the Maghreb's oldest Islamic cultural center. The Qarawiyyin Mosque and University (859) is considered one of the world's oldest continuously operating educational institutions. The Fez Medina is the world's largest car-free urban area and the best preserved example of a medieval Islamic city.","Endülüs göçmenlerinin taşıdığı rafine kültür, Berber geleneği ve Arap İslam'ının sentezi.","Atlas Dağları eteklerinde bereketli vadide; Trans-Sahra ve Akdeniz ticaretinin Mağrib kavşağı."
"8","Fez","Fez","34.03","-5.0","1400","150000","16","Merînî başkenti","Marinid capital","Fez, 9. yüzyılda İdrîsîler tarafından kurulan ve Mağrib'in en eski İslam kültür merkezi olan şehirdir. Karaviyyîn Camii ve Üniversitesi (859) dünyanın en eski sürekli faaliyet gösteren eğitim kurumlarından biri olarak kabul edilir. Fez Medîna'sı dünyanın en büyük arabasız kentsel alanıdır ve Ortaçağ İslam şehrinin en iyi korunmuş örneğidir.","Fez, founded by the Idrisids in the 9th century, is the Maghreb's oldest Islamic cultural center. The Qarawiyyin Mosque and University (859) is considered one of the world's oldest continuously operating educational institutions. The Fez Medina is the world's largest car-free urban area and the best preserved example of a medieval Islamic city.","Endülüs göçmenlerinin taşıdığı rafine kültür, Berber geleneği ve Arap İslam'ının sentezi.","Atlas Dağları eteklerinde bereketli vadide; Trans-Sahra ve Akdeniz ticaretinin Mağrib kavşağı."
"8","Fez","Fez","34.03","-5.0","1600","100000","20","Sa'dî dönemi","Saadian period","Fez, 9. yüzyılda İdrîsîler tarafından kurulan ve Mağrib'in en eski İslam kültür merkezi olan şehirdir. Karaviyyîn Camii ve Üniversitesi (859) dünyanın en eski sürekli faaliyet gösteren eğitim kurumlarından biri olarak kabul edilir. Fez Medîna'sı dünyanın en büyük arabasız kentsel alanıdır ve Ortaçağ İslam şehrinin en iyi korunmuş örneğidir.","Fez, founded by the Idrisids in the 9th century, is the Maghreb's oldest Islamic cultural center. The Qarawiyyin Mosque and University (859) is considered one of the world's oldest continuously operating educational institutions. The Fez Medina is the world's largest car-free urban area and the best preserved example of a medieval Islamic city.","Endülüs göçmenlerinin taşıdığı rafine kültür, Berber geleneği ve Arap İslam'ının sentezi.","Atlas Dağları eteklerinde bereketli vadide; Trans-Sahra ve Akdeniz ticaretinin Mağrib kavşağı."
"9","Delhi","Delhi","28.61","77.21","1200","100000","158","Sultanlık başkenti","Sultanate capital","Delhi, 1206'dan itibaren çeşitli İslam hanedanlarının başkenti olarak Güney Asya İslam medeniyetinin merkezi olmuştur. Delhi Sultanlığı ve ardından Bâbürlü İmparatorluğu dönemlerinde Hint-İslam kültürel sentezinin en zengin örneklerini üreten şehir, Kutub Minar'dan Kızıl Kale'ye, Hümâyûn Türbesi'nden Cama Mescidi'ne kadar İslam mimarisinin Güney Asya yorumlarının canlı müzesidir.","Delhi, capital of various Islamic dynasties since 1206, has been the center of South Asian Islamic civilization. Producing the richest examples of Hindu-Islamic cultural synthesis during the Delhi Sultanate and Mughal Empire periods, the city is a living museum of South Asian Islamic architecture from Qutb Minar to Red Fort, Humayun's Tomb to Jama Masjid.","Hint-İslam kültürel sentezinin başkenti; Urdu dili, Bâbürlü mutfağı ve Hint-İslam mimarisinin beşiği.","Ganj-Yamuna ovasının stratejik kontrolü; Kuzey Hindistan'ın doğal yönetim merkezi."
"9","Delhi","Delhi","28.61","77.21","1340","400000","159","Tuğluklu zirvesi","Tughluq peak","Delhi, 1206'dan itibaren çeşitli İslam hanedanlarının başkenti olarak Güney Asya İslam medeniyetinin merkezi olmuştur. Delhi Sultanlığı ve ardından Bâbürlü İmparatorluğu dönemlerinde Hint-İslam kültürel sentezinin en zengin örneklerini üreten şehir, Kutub Minar'dan Kızıl Kale'ye, Hümâyûn Türbesi'nden Cama Mescidi'ne kadar İslam mimarisinin Güney Asya yorumlarının canlı müzesidir.","Delhi, capital of various Islamic dynasties since 1206, has been the center of South Asian Islamic civilization. Producing the richest examples of Hindu-Islamic cultural synthesis during the Delhi Sultanate and Mughal Empire periods, the city is a living museum of South Asian Islamic architecture from Qutb Minar to Red Fort, Humayun's Tomb to Jama Masjid.","Hint-İslam kültürel sentezinin başkenti; Urdu dili, Bâbürlü mutfağı ve Hint-İslam mimarisinin beşiği.","Ganj-Yamuna ovasının stratejik kontrolü; Kuzey Hindistan'ın doğal yönetim merkezi."
"9","Delhi","Delhi","28.61","77.21","1400","100000","106","Timur yıkımı sonrası","After Timurid destruction","Delhi, 1206'dan itibaren çeşitli İslam hanedanlarının başkenti olarak Güney Asya İslam medeniyetinin merkezi olmuştur. Delhi Sultanlığı ve ardından Bâbürlü İmparatorluğu dönemlerinde Hint-İslam kültürel sentezinin en zengin örneklerini üreten şehir, Kutub Minar'dan Kızıl Kale'ye, Hümâyûn Türbesi'nden Cama Mescidi'ne kadar İslam mimarisinin Güney Asya yorumlarının canlı müzesidir.","Delhi, capital of various Islamic dynasties since 1206, has been the center of South Asian Islamic civilization. Producing the richest examples of Hindu-Islamic cultural synthesis during the Delhi Sultanate and Mughal Empire periods, the city is a living museum of South Asian Islamic architecture from Qutb Minar to Red Fort, Humayun's Tomb to Jama Masjid.","Hint-İslam kültürel sentezinin başkenti; Urdu dili, Bâbürlü mutfağı ve Hint-İslam mimarisinin beşiği.","Ganj-Yamuna ovasının stratejik kontrolü; Kuzey Hindistan'ın doğal yönetim merkezi."
"9","Delhi","Delhi","28.61","77.21","1600","500000","178","Bâbürlü başkenti","Mughal capital","Delhi, 1206'dan itibaren çeşitli İslam hanedanlarının başkenti olarak Güney Asya İslam medeniyetinin merkezi olmuştur. Delhi Sultanlığı ve ardından Bâbürlü İmparatorluğu dönemlerinde Hint-İslam kültürel sentezinin en zengin örneklerini üreten şehir, Kutub Minar'dan Kızıl Kale'ye, Hümâyûn Türbesi'nden Cama Mescidi'ne kadar İslam mimarisinin Güney Asya yorumlarının canlı müzesidir.","Delhi, capital of various Islamic dynasties since 1206, has been the center of South Asian Islamic civilization. Producing the richest examples of Hindu-Islamic cultural synthesis during the Delhi Sultanate and Mughal Empire periods, the city is a living museum of South Asian Islamic architecture from Qutb Minar to Red Fort, Humayun's Tomb to Jama Masjid.","Hint-İslam kültürel sentezinin başkenti; Urdu dili, Bâbürlü mutfağı ve Hint-İslam mimarisinin beşiği.","Ganj-Yamuna ovasının stratejik kontrolü; Kuzey Hindistan'ın doğal yönetim merkezi."
"9","Delhi","Delhi","28.61","77.21","1700","600000","178","Şah Cihânâbâd","Shahjahanabad","Delhi, 1206'dan itibaren çeşitli İslam hanedanlarının başkenti olarak Güney Asya İslam medeniyetinin merkezi olmuştur. Delhi Sultanlığı ve ardından Bâbürlü İmparatorluğu dönemlerinde Hint-İslam kültürel sentezinin en zengin örneklerini üreten şehir, Kutub Minar'dan Kızıl Kale'ye, Hümâyûn Türbesi'nden Cama Mescidi'ne kadar İslam mimarisinin Güney Asya yorumlarının canlı müzesidir.","Delhi, capital of various Islamic dynasties since 1206, has been the center of South Asian Islamic civilization. Producing the richest examples of Hindu-Islamic cultural synthesis during the Delhi Sultanate and Mughal Empire periods, the city is a living museum of South Asian Islamic architecture from Qutb Minar to Red Fort, Humayun's Tomb to Jama Masjid.","Hint-İslam kültürel sentezinin başkenti; Urdu dili, Bâbürlü mutfağı ve Hint-İslam mimarisinin beşiği.","Ganj-Yamuna ovasının stratejik kontrolü; Kuzey Hindistan'ın doğal yönetim merkezi."
"10","Timbuktu","Timbuktu","16.77","-3.01","1300","50000","58","Mali dönemi","Mali period","Timbuktu, 14.-16. yüzyıllarda Sahra altı Afrika'nın entelektüel başkenti olarak İslam dünyasının en uzak ama en parlak kültür merkezlerinden biriydi. Sankore Medresesi 25.000 öğrenciye ev sahipliği yapıyordu. Şehirdeki yüz binlerce el yazması — matematik, astronomi, tıp ve İslam hukuku — Afrika'nın yazılı entelektüel mirasının paha biçilmez hazinesidir.","Timbuktu was one of the Islamic world's most remote yet brilliant cultural centers as sub-Saharan Africa's intellectual capital in the 14th-16th centuries. Sankore Madrasa hosted 25,000 students. The hundreds of thousands of manuscripts — mathematics, astronomy, medicine and Islamic law — are the priceless treasure of Africa's written intellectual heritage.","Batı Afrika İslam geleneği, Manden kültürü ve Sahra ticaretinin oluşturduğu özgün entelektüel ortam.","Niger Nehri kıyısında, Trans-Sahra ticaret yollarının güney terminali; çöl ve savana geçiş noktası."
"10","Timbuktu","Timbuktu","16.77","-3.01","1450","100000","59","Songay dönemi; entelektüel zirve","Songhai period; intellectual peak","Timbuktu, 14.-16. yüzyıllarda Sahra altı Afrika'nın entelektüel başkenti olarak İslam dünyasının en uzak ama en parlak kültür merkezlerinden biriydi. Sankore Medresesi 25.000 öğrenciye ev sahipliği yapıyordu. Şehirdeki yüz binlerce el yazması — matematik, astronomi, tıp ve İslam hukuku — Afrika'nın yazılı entelektüel mirasının paha biçilmez hazinesidir.","Timbuktu was one of the Islamic world's most remote yet brilliant cultural centers as sub-Saharan Africa's intellectual capital in the 14th-16th centuries. Sankore Madrasa hosted 25,000 students. The hundreds of thousands of manuscripts — mathematics, astronomy, medicine and Islamic law — are the priceless treasure of Africa's written intellectual heritage.","Batı Afrika İslam geleneği, Manden kültürü ve Sahra ticaretinin oluşturduğu özgün entelektüel ortam.","Niger Nehri kıyısında, Trans-Sahra ticaret yollarının güney terminali; çöl ve savana geçiş noktası."
"10","Timbuktu","Timbuktu","16.77","-3.01","1600","50000","20","Sa'dî işgali sonrası","After Saadian occupation","Timbuktu, 14.-16. yüzyıllarda Sahra altı Afrika'nın entelektüel başkenti olarak İslam dünyasının en uzak ama en parlak kültür merkezlerinden biriydi. Sankore Medresesi 25.000 öğrenciye ev sahipliği yapıyordu. Şehirdeki yüz binlerce el yazması — matematik, astronomi, tıp ve İslam hukuku — Afrika'nın yazılı entelektüel mirasının paha biçilmez hazinesidir.","Timbuktu was one of the Islamic world's most remote yet brilliant cultural centers as sub-Saharan Africa's intellectual capital in the 14th-16th centuries. Sankore Madrasa hosted 25,000 students. The hundreds of thousands of manuscripts — mathematics, astronomy, medicine and Islamic law — are the priceless treasure of Africa's written intellectual heritage.","Batı Afrika İslam geleneği, Manden kültürü ve Sahra ticaretinin oluşturduğu özgün entelektüel ortam.","Niger Nehri kıyısında, Trans-Sahra ticaret yollarının güney terminali; çöl ve savana geçiş noktası."
"11","Merakeş","Marrakesh","31.63","-8.01","1100","200000","14","Murâbıtlar başkenti","Almoravid capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"11","Merakeş","Marrakesh","31.63","-8.01","1200","250000","15","Muvahhidler başkenti","Almohad capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"11","Merakeş","Marrakesh","31.63","-8.01","1600","150000","20","Sa'dî başkenti","Saadian capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"12","Basra","Basra","30.51","47.81","700","200000","2","Emevî garnizonu; ticaret merkezi","Umayyad garrison; trade center","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"12","Basra","Basra","30.51","47.81","800","300000","3","Abbâsî dönemi; deniz ticareti","Abbasid period; maritime trade","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"12","Basra","Basra","30.51","47.81","1200","50000","3","Gerileme","Decline","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"13","Kûfe","Kufa","32.03","44.4","670","200000","1","Râşidûn garnizonu","Rashidun garrison","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"13","Kûfe","Kufa","32.03","44.4","700","300000","2","Emevî dönemi","Umayyad period","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"13","Kûfe","Kufa","32.03","44.4","900","100000","3","Bağdat'a göç","Migration to Baghdad","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"14","Gırnata","Granada","37.18","-3.59","1300","150000","7","Nasrî başkenti; son İslam kalesi","Nasrid capital; last Islamic stronghold","Gırnata, 1238'den 1492'ye kadar İber Yarımadası'ndaki son İslam devleti Nasrî Emirliği'nin başkenti olarak Endülüs İslam medeniyetinin son kalesi ve en rafine eseri olan Alhambra'nın evidir. İki buçuk yüzyıl boyunca Reconquista baskısı altında hayatta kalan Gırnata, bu süreçte İslam sanatının en parlak eserlerini üretti — baskı altında çiçek açan medeniyetin paradoksal örneği.","Granada, capital of the Nasrid Emirate from 1238-1492, was the last Islamic stronghold in the Iberian Peninsula and home to the Alhambra. Surviving Reconquista pressure for two and a half centuries, Granada paradoxically produced Islamic art's most brilliant works during this period — an example of civilization flowering under pressure.","Nasrî dönemi sanat ve edebiyatı İslam İspanyası'nın son ve en rafine ifadesi; Endülüs geleneğinin muhafazakarı.","Sierra Nevada eteklerinde, doğal savunma avantajı; verimli Vega ovası."
